 Convergence        Position           [CO2]            [H+]         [HCO3-]         [CO3-2]           [OH-]            [K+]           Phi_2           Phi_1     RDE_Current
           T     3.65000E+01     5.19744E-01     2.20688E-06     2.09899E-01     1.77105E-05     8.24557E-09     2.09932E-01     2.22835E-02    -5.92000E-01     9.73724E+01
           T     3.75000E+01     5.12062E-01     2.12799E-06     2.14463E-01     1.87664E-05     8.55125E-09     2.14498E-01     2.17311E-02    -5.92000E-01     9.73724E+01
           T     3.85000E+01     5.04379E-01     2.05239E-06     2.19026E-01     1.98717E-05     8.86624E-09     2.19064E-01     2.11902E-02    -5.92000E-01     9.73724E+01
           T     3.95000E+01     4.96696E-01     1.97988E-06     2.23590E-01     2.10287E-05     9.19097E-09     2.23630E-01     2.06605E-02    -5.92000E-01     9.73724E+01
           T     4.05000E+01     4.89013E-01     1.91027E-06     2.28153E-01     2.22399E-05     9.52590E-09     2.28196E-01     2.01416E-02    -5.92000E-01     9.73724E+01
           T     4.15000E+01     4.81331E-01     1.84339E-06     2.32717E-01     2.35078E-05     9.87151E-09     2.32762E-01     1.96329E-02    -5.92000E-01     9.73724E+01
           T     4.25000E+01     4.73648E-01     1.77908E-06     2.37280E-01     2.48351E-05     1.02283E-08     2.37328E-01     1.91340E-02    -5.92000E-01     9.73724E+01
           T     4.35000E+01     4.65965E-01     1.71720E-06     2.41843E-01     2.62249E-05     1.05969E-08     2.41894E-01     1.86447E-02    -5.92000E-01     9.73724E+01
           T     4.45000E+01     4.58283E-01     1.65761E-06     2.46406E-01     2.76802E-05     1.09779E-08     2.46460E-01     1.81645E-02    -5.92000E-01     9.73724E+01
           T     4.55000E+01     4.50600E-01     1.60019E-06     2.50969E-01     2.92044E-05     1.13718E-08     2.51026E-01     1.76932E-02    -5.92000E-01     9.73724E+01
           T     4.65000E+01     4.42918E-01     1.54482E-06     2.55531E-01     3.08011E-05     1.17794E-08     2.55592E-01     1.72303E-02    -5.92000E-01     9.73724E+01
           T     4.75000E+01     4.35235E-01     1.49140E-06     2.60094E-01     3.24741E-05     1.22013E-08     2.60158E-01     1.67757E-02    -5.92000E-01     9.73724E+01
           T     4.85000E+01     4.27553E-01     1.43982E-06     2.64657E-01     3.42275E-05     1.26384E-08     2.64724E-01     1.63289E-02    -5.92000E-01     9.73724E+01
           T     4.95000E+01     4.19870E-01     1.38998E-06     2.69219E-01     3.60658E-05     1.30915E-08     2.69290E-01     1.58898E-02    -5.92000E-01     9.73724E+01
           T     5.05000E+01     4.12188E-01     1.34181E-06     2.73781E-01     3.79937E-05     1.35615E-08     2.73856E-01     1.54580E-02    -5.92000E-01     9.73724E+01
           T     5.15000E+01     4.04505E-01     1.29522E-06     2.78343E-01     4.00162E-05     1.40493E-08     2.78422E-01     1.50334E-02    -5.92000E-01     9.73724E+01
           T     5.25000E+01     3.96823E-01     1.25014E-06     2.82905E-01     4.21389E-05     1.45560E-08     2.82988E-01     1.46158E-02    -5.92000E-01     9.73724E+01
           T     5.35000E+01     3.89141E-01     1.20648E-06     2.87466E-01     4.43677E-05     1.50827E-08     2.87554E-01     1.42047E-02    -5.92000E-01     9.73724E+01
           T     5.45000E+01     3.81459E-01     1.16419E-06     2.92028E-01     4.67089E-05     1.56306E-08     2.92120E-01     1.38002E-02    -5.92000E-01     9.73724E+01
           T     5.55000E+01     3.73777E-01     1.12320E-06     2.96589E-01     4.91696E-05     1.62010E-08     2.96686E-01     1.34020E-02    -5.92000E-01     9.73724E+01
           T     5.65000E+01     3.66095E-01     1.08346E-06     3.01149E-01     5.17572E-05     1.67953E-08     3.01252E-01     1.30098E-02    -5.92000E-01     9.73724E+01
           T     5.75000E+01     3.58413E-01     1.04490E-06     3.05710E-01     5.44798E-05     1.74151E-08     3.05818E-01     1.26235E-02    -5.92000E-01     9.73724E+01
           T     5.85000E+01     3.50731E-01     1.00747E-06     3.10270E-01     5.73464E-05     1.80620E-08     3.10384E-01     1.22429E-02    -5.92000E-01     9.73724E+01
           T     5.95000E+01     3.43049E-01     9.71136E-07     3.14830E-01     6.03666E-05     1.87379E-08     3.14950E-01     1.18679E-02    -5.92000E-01     9.73724E+01
           T     6.05000E+01     3.35368E-01     9.35837E-07     3.19390E-01     6.35508E-05     1.94446E-08     3.19516E-01     1.14983E-02    -5.92000E-01     9.73724E+01
           T     6.15000E+01     3.27686E-01     9.01532E-07     3.23949E-01     6.69108E-05     2.01845E-08     3.24082E-01     1.11340E-02    -5.92000E-01     9.73724E+01
           T     6.25000E+01     3.20005E-01     8.68181E-07     3.28508E-01     7.04589E-05     2.09599E-08     3.28648E-01     1.07747E-02    -5.92000E-01     9.73724E+01
           T     6.35000E+01     3.12324E-01     8.35744E-07     3.33067E-01     7.42092E-05     2.17734E-08     3.33215E-01     1.04204E-02    -5.92000E-01     9.73724E+01
           T     6.45000E+01     3.04643E-01     8.04185E-07     3.37625E-01     7.81770E-05     2.26279E-08     3.37781E-01     1.00709E-02    -5.92000E-01     9.73724E+01
           T     6.55000E+01     2.96962E-01     7.73468E-07     3.42183E-01     8.23789E-05     2.35265E-08     3.42347E-01     9.72616E-03    -5.92000E-01     9.73724E+01
           T     6.65000E+01     2.89281E-01     7.43560E-07     3.46740E-01     8.68337E-05     2.44728E-08     3.46913E-01     9.38594E-03    -5.92000E-01     9.73724E+01
           T     6.75000E+01     2.81600E-01     7.14429E-07     3.51297E-01     9.15619E-05     2.54707E-08     3.51479E-01     9.05016E-03    -5.92000E-01     9.73724E+01
           T     6.85000E+01     2.73920E-01     6.86046E-07     3.55853E-01     9.65867E-05     2.65245E-08     3.56045E-01     8.71872E-03    -5.92000E-01     9.73724E+01
           T     6.95000E+01     2.66240E-01     6.58382E-07     3.60408E-01     1.01933E-04     2.76390E-08     3.60611E-01     8.39150E-03    -5.92000E-01     9.73724E+01
           T     7.05000E+01     2.58559E-01     6.31410E-07     3.64963E-01     1.07631E-04     2.88196E-08     3.65178E-01     8.06840E-03    -5.92000E-01     9.73724E+01
           T     7.15000E+01     2.50880E-01     6.05106E-07     3.69517E-01     1.13711E-04     3.00724E-08     3.69744E-01     7.74932E-03    -5.92000E-01     9.73724E+01
           T     7.25000E+01     2.43200E-01     5.79443E-07     3.74070E-01     1.20210E-04     3.14043E-08     3.74310E-01     7.43414E-03    -5.92000E-01     9.73724E+01
           T     7.35000E+01     2.35521E-01     5.54400E-07     3.78622E-01     1.27170E-04     3.28229E-08     3.78876E-01     7.12279E-03    -5.92000E-01     9.73724E+01
           T     7.45000E+01     2.27842E-01     5.29954E-07     3.83174E-01     1.34635E-04     3.43370E-08     3.83442E-01     6.81517E-03    -5.92000E-01     9.73724E+01
           T     7.55000E+01     2.20163E-01     5.06084E-07     3.87724E-01     1.42659E-04     3.59565E-08     3.88009E-01     6.51118E-03    -5.92000E-01     9.73724E+01
           T     7.65000E+01     2.12485E-01     4.82770E-07     3.92273E-01     1.51303E-04     3.76929E-08     3.92575E-01     6.21075E-03    -5.92000E-01     9.73724E+01
           T     7.75000E+01     2.04807E-01     4.59993E-07     3.96821E-01     1.60636E-04     3.95593E-08     3.97141E-01     5.91380E-03    -5.92000E-01     9.73724E+01
           T     7.85000E+01     1.97130E-01     4.37735E-07     4.01367E-01     1.70738E-04     4.15708E-08     4.01708E-01     5.62023E-03    -5.92000E-01     9.73724E+01
           T     7.95000E+01     1.89453E-01     4.15978E-07     4.05911E-01     1.81702E-04     4.37451E-08     4.06274E-01     5.32998E-03    -5.92000E-01     9.73724E+01
           T     8.05000E+01     1.81777E-01     3.94706E-07     4.10454E-01     1.93638E-04     4.61027E-08     4.10841E-01     5.04297E-03    -5.92000E-01     9.73724E+01
           T     8.15000E+01     1.74101E-01     3.73903E-07     4.14994E-01     2.06673E-04     4.86677E-08     4.15407E-01     4.75913E-03    -5.92000E-01     9.73724E+01
           T     8.25000E+01     1.66426E-01     3.53554E-07     4.19532E-01     2.20958E-04     5.14688E-08     4.19974E-01     4.47839E-03    -5.92000E-01     9.73724E+01
           T     8.35000E+01     1.58752E-01     3.33645E-07     4.24068E-01     2.36674E-04     5.45401E-08     4.24541E-01     4.20068E-03    -5.92000E-01     9.73724E+01
           T     8.45000E+01     1.51079E-01     3.14161E-07     4.28600E-01     2.54039E-04     5.79226E-08     4.29107E-01     3.92593E-03    -5.92000E-01     9.73724E+01
           T     8.55000E+01     1.43407E-01     2.95089E-07     4.33128E-01     2.73315E-04     6.16661E-08     4.33674E-01     3.65408E-03    -5.92000E-01     9.73724E+01
           T     8.65000E+01     1.35736E-01     2.76418E-07     4.37652E-01     2.94824E-04     6.58316E-08     4.38242E-01     3.38507E-03    -5.92000E-01     9.73724E+01
           T     8.75000E+01     1.28067E-01     2.58134E-07     4.42171E-01     3.18967E-04     7.04944E-08     4.42809E-01     3.11884E-03    -5.92000E-01     9.73724E+01
           T     8.85000E+01     1.20399E-01     2.40227E-07     4.46684E-01     3.46241E-04     7.57492E-08     4.47377E-01     2.85532E-03    -5.92000E-01     9.73724E+01
           T     8.95000E+01     1.12733E-01     2.22686E-07     4.51190E-01     3.77282E-04     8.17159E-08     4.51945E-01     2.59446E-03    -5.92000E-01     9.73724E+01
           T     9.05000E+01     1.05070E-01     2.05501E-07     4.55687E-01     4.12908E-04     8.85495E-08     4.56513E-01     2.33621E-03    -5.92000E-01     9.73724E+01
           T     9.15000E+01     9.74105E-02     1.88662E-07     4.60174E-01     4.54190E-04     9.64530E-08     4.61082E-01     2.08049E-03    -5.92000E-01     9.73724E+01
           T     9.25000E+01     8.97544E-02     1.72160E-07     4.64646E-01     5.02561E-04     1.05698E-07     4.65651E-01     1.82726E-03    -5.92000E-01     9.73724E+01
           T     9.35000E+01     8.21032E-02     1.55989E-07     4.69102E-01     5.59982E-04     1.16656E-07     4.70222E-01     1.57646E-03    -5.92000E-01     9.73724E+01
           T     9.45000E+01     7.44582E-02     1.40139E-07     4.73535E-01     6.29205E-04     1.29849E-07     4.74793E-01     1.32801E-03    -5.92000E-01     9.73724E+01
           T     9.55000E+01     6.68215E-02     1.24608E-07     4.77938E-01     7.14212E-04     1.46035E-07     4.79367E-01     1.08186E-03    -5.92000E-01     9.73724E+01
           T     9.65000E+01     5.91962E-02     1.09390E-07     4.82300E-01     8.20996E-04     1.66350E-07     4.83942E-01     8.37927E-04    -5.92000E-01     9.73724E+01
           T     9.75000E+01     5.15871E-02     9.44858E-08     4.86603E-01     9.58978E-04     1.92590E-07     4.88521E-01     5.96105E-04    -5.92000E-01     9.73724E+01
           T     9.85000E+01     4.40022E-02     7.99014E-08     4.90818E-01     1.14384E-03     2.27743E-07     4.93106E-01     3.56264E-04    -5.92000E-01     9.73724E+01
           T     9.95000E+01     3.64556E-02     6.56529E-08     4.94891E-01     1.40364E-03     2.77170E-07     4.97699E-01     1.18192E-04    -5.92000E-01     9.73724E+01
           T     1.00000E+02     3.27046E-02     5.86662E-08     4.96846E-01     1.57701E-03     3.10179E-07     5.00000E-01     0.00000E+00    -5.92000E-01     9.73724E+01
           T     0.00000E+00     7.88687E-01     1.40181E-05     5.01435E-02     6.66078E-07     1.29811E-09     5.01309E-02     5.90763E-02    -6.00000E-01     9.59259E+01
           T     5.00000E-01     7.84909E-01     1.33536E-05     5.23867E-02     7.30503E-07     1.36270E-09     5.23748E-02     5.79269E-02    -6.00000E-01     9.59259E+01
           T     1.50000E+00     7.77349E-01     1.21814E-05     5.68745E-02     8.69400E-07     1.49383E-09     5.68641E-02     5.58164E-02    -6.00000E-01     9.59259E+01
           T     2.50000E+00     7.69788E-01     1.11804E-05     6.13640E-02     1.02201E-06     1.62758E-09     6.13548E-02     5.38655E-02    -6.00000E-01     9.59259E+01
           T     3.50000E+00     7.62226E-01     1.03157E-05     6.58546E-02     1.18875E-06     1.76402E-09     6.58467E-02     5.20519E-02    -6.00000E-01     9.59259E+01
           T     4.50000E+00     7.54663E-01     9.56119E-06     7.03462E-02     1.37003E-06     1.90322E-09     7.03394E-02     5.03577E-02    -6.00000E-01     9.59259E+01
           T     5.50000E+00     7.47098E-01     8.89717E-06     7.48387E-02     1.56630E-06     2.04526E-09     7.48329E-02     4.87681E-02    -6.00000E-01     9.59259E+01
           T     6.50000E+00     7.39534E-01     8.30828E-06     7.93317E-02     1.77802E-06     2.19023E-09     7.93270E-02     4.72709E-02    -6.00000E-01     9.59259E+01
           T     7.50000E+00     7.31968E-01     7.78246E-06     8.38253E-02     2.00566E-06     2.33821E-09     8.38215E-02     4.58561E-02    -6.00000E-01     9.59259E+01
           T     8.50000E+00     7.24403E-01     7.31011E-06     8.83194E-02     2.24974E-06     2.48929E-09     8.83166E-02     4.45150E-02    -6.00000E-01     9.59259E+01
           T     9.50000E+00     7.16837E-01     6.88347E-06     9.28138E-02     2.51076E-06     2.64358E-09     9.28119E-02     4.32404E-02    -6.00000E-01     9.59259E+01
           T     1.05000E+01     7.09270E-01     6.49622E-06     9.73085E-02     2.78927E-06     2.80117E-09     9.73076E-02     4.20260E-02    -6.00000E-01     9.59259E+01
           T     1.15000E+01     7.01703E-01     6.14314E-06     1.01804E-01     3.08583E-06     2.96217E-09     1.01804E-01     4.08664E-02    -6.00000E-01     9.59259E+01
           T     1.25000E+01     6.94136E-01     5.81991E-06     1.06299E-01     3.40104E-06     3.12668E-09     1.06300E-01     3.97568E-02    -6.00000E-01     9.59259E+01
           T     1.35000E+01     6.86569E-01     5.52290E-06     1.10794E-01     3.73551E-06     3.29483E-09     1.10796E-01     3.86931E-02    -6.00000E-01     9.59259E+01
           T     1.45000E+01     6.79001E-01     5.24904E-06     1.15290E-01     4.08988E-06     3.46673E-09     1.15293E-01     3.76717E-02    -6.00000E-01     9.59259E+01
           T     1.55000E+01     6.71434E-01     4.99573E-06     1.19786E-01     4.46484E-06     3.64251E-09     1.19789E-01     3.66893E-02    -6.00000E-01     9.59259E+01
           T     1.65000E+01     6.63866E-01     4.76074E-06     1.24281E-01     4.86107E-06     3.82231E-09     1.24286E-01     3.57431E-02    -6.00000E-01     9.59259E+01
           T     1.75000E+01     6.56298E-01     4.54215E-06     1.28777E-01     5.27932E-06     4.00625E-09     1.28783E-01     3.48305E-02    -6.00000E-01     9.59259E+01
           T     1.85000E+01     6.48730E-01     4.33831E-06     1.33273E-01     5.72035E-06     4.19449E-09     1.33280E-01     3.39492E-02    -6.00000E-01     9.59259E+01
           T     1.95000E+01     6.41162E-01     4.14777E-06     1.37769E-01     6.18498E-06     4.38718E-09     1.37778E-01     3.30972E-02    -6.00000E-01     9.59259E+01
           T     2.05000E+01     6.33594E-01     3.96927E-06     1.42266E-01     6.67404E-06     4.58447E-09     1.42275E-01     3.22724E-02    -6.00000E-01     9.59259E+01
           T     2.15000E+01     6.26025E-01     3.80171E-06     1.46762E-01     7.18843E-06     4.78653E-09     1.46772E-01     3.14734E-02    -6.00000E-01     9.59259E+01
           T     2.25000E+01     6.18457E-01     3.64411E-06     1.51258E-01     7.72907E-06     4.99354E-09     1.51270E-01     3.06984E-02    -6.00000E-01     9.59259E+01
           T     2.35000E+01     6.10889E-01     3.49560E-06     1.55754E-01     8.29694E-06     5.20568E-09     1.55767E-01     2.99461E-02    -6.00000E-01     9.59259E+01
           T     2.45000E+01     6.03320E-01     3.35543E-06     1.60251E-01     8.89305E-06     5.42315E-09     1.60265E-01     2.92152E-02    -6.00000E-01     9.59259E+01
           T     2.55000E+01     5.95752E-01     3.22291E-06     1.64747E-01     9.51850E-06     5.64614E-09     1.64763E-01     2.85046E-02    -6.00000E-01     9.59259E+01
           T     2.65000E+01     5.88183E-01     3.09743E-06     1.69243E-01     1.01744E-05     5.87487E-09     1.69260E-01     2.78131E-02    -6.00000E-01     9.59259E+01
           T     2.75000E+01     5.80615E-01     2.97845E-06     1.73739E-01     1.08620E-05     6.10956E-09     1.73758E-01     2.71397E-02    -6.00000E-01     9.59259E+01
           T     2.85000E+01     5.73046E-01     2.86547E-06     1.78236E-01     1.15824E-05     6.35045E-09     1.78256E-01     2.64835E-02    -6.00000E-01     9.59259E+01
           T     2.95000E+01     5.65478E-01     2.75805E-06     1.82732E-01     1.23371E-05     6.59779E-09     1.82754E-01     2.58436E-02    -6.00000E-01     9.59259E+01
